baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000030079.15	642.151359862137	-0.736280818945635	0.129867031681139	-5.66949755772826	1.43216892177878e-08	1.03773304675438e-07
ENSMUSG00000001323.17	257.407171056735	0.859703829917171	0.151649280427158	5.66902676686364	1.43610931940567e-08	1.04022386171376e-07
ENSMUSG00000043987.18	1435.86526545356	-0.613976336869891	0.108357538223904	-5.6662078793374	1.45992392201884e-08	1.05710347129169e-07
ENSMUSG00000013766.11	13.5949309882208	-7.20375131983817	1.27178021942854	-5.66430520760506	1.47621450652686e-08	1.06852517482579e-07
ENSMUSG00000079104.4	454.300587440518	-0.759749312497496	0.134187188014925	-5.66186178976336	1.49739408796572e-08	1.08347644273337e-07
ENSMUSG00000004393.10	870.867440945796	-0.657458611945845	0.116150906303006	-5.66038296964049	1.51035558864067e-08	1.09247293923809e-07
ENSMUSG00000048070.4	13.4494405876078	-7.19496633885443	1.27159990522229	-5.65819980742816	1.52968988292138e-08	1.10607111527419e-07
ENSMUSG00000020534.14	315.36712207416	-0.947460478861577	0.167462272043174	-5.65775483218876	1.53366001487278e-08	1.10855432311926e-07
ENSMUSG00000036368.8	145.340331124332	1.15819399018352	0.204762764673563	5.65627247722476	1.54695813258803e-08	1.11777586059548e-07
ENSMUSG00000019982.15	19.1998891244101	-4.18189632792485	0.739370921710096	-5.6560194688919	1.54923901635532e-08	1.11903308419492e-07
ENSMUSG00000055447.19	2143.99172222663	0.542365934564087	0.0958945919402239	5.65585528433316	1.55072089627291e-08	1.11971250196153e-07
ENSMUSG00000024776.18	430.797721082897	0.72935944037486	0.128966286875843	5.65542715110516	1.55459157543106e-08	1.12211569856742e-07
ENSMUSG00000074024.5	75.6593101970842	1.42472627620453	0.252022275203225	5.65317599428726	1.57509879542307e-08	1.13652140847287e-07
ENSMUSG00000036737.12	2285.04434389615	-0.528187327927716	0.0934451270538993	-5.65237957911981	1.58241657682221e-08	1.14140347715206e-07
ENSMUSG00000027514.14	55.1481223165125	-1.93162008420818	0.341755475225271	-5.65205307372159	1.58542617336744e-08	1.14317571448073e-07
ENSMUSG00000024613.16	1248.51637592568	-0.586500419059662	0.103797576697324	-5.65042496868605	1.60051656694424e-08	1.15365457213852e-07
ENSMUSG00000075184.3	13.4568862122559	-7.19180479715045	1.27304017624092	-5.64931486953277	1.61088561547758e-08	1.16072416326662e-07
ENSMUSG00000051537.9	47.5637470258552	-1.73688130715924	0.30748401975699	-5.64868804737212	1.61676933271059e-08	1.16455804964429e-07
ENSMUSG00000023952.13	1100.33261463408	-0.617256268576558	0.109307579491545	-5.64696676523059	1.63303384288629e-08	1.17545480542062e-07
ENSMUSG00000029651.16	64.3868283431792	1.65342911654162	0.292797013713514	5.64701495951532	1.63257629711131e-08	1.17545480542062e-07
ENSMUSG00000038949.8	443.299836109989	0.689545419074027	0.122147485066359	5.64518719889663	1.65001612418689e-08	1.18726551516711e-07
ENSMUSG00000032481.17	2678.09264629416	-0.462193262825152	0.08189561039014	-5.64368786829139	1.66445715463838e-08	1.19724009589722e-07
ENSMUSG00000055538.7	3073.77658608264	0.554208911538858	0.0982062701572174	5.64331493958207	1.66806809243666e-08	1.19942039027588e-07
ENSMUSG00000062421.13	868.943442807664	0.637379023583113	0.112950185144203	5.64300999391344	1.67102642724091e-08	1.20113007992817e-07
ENSMUSG00000027244.14	906.400885894562	-0.620351347945243	0.109934360838828	-5.64292495277907	1.67185233535154e-08	1.2013063307196e-07
ENSMUSG00000005370.4	1047.21016058119	-0.602338301067218	0.106761461733788	-5.64190758805048	1.68176363734497e-08	1.20800848492206e-07
ENSMUSG00000031539.6	242.889568106106	0.816944473561029	0.144864654097232	5.63936371264657	1.70679679114952e-08	1.22556422139917e-07
ENSMUSG00000050552.8	437.079898659051	0.737672564036638	0.130830169118832	5.63839800104986	1.71639437980958e-08	1.23202812405e-07
ENSMUSG00000031112.10	77.8549548777912	1.45679398144642	0.258374238035421	5.63830973445079	1.7172742144682e-08	1.2322321080369e-07
ENSMUSG00000036298.10	175.277745268053	1.08307894979155	0.192100076920207	5.63809742898453	1.71939225306851e-08	1.23332411717157e-07
ENSMUSG00000032531.15	4279.88139930362	0.58722887129286	0.104168614366028	5.63729175881568	1.72745302412745e-08	1.23867662773396e-07
ENSMUSG00000040767.10	241.140248138058	-1.15765067845802	0.205410282202271	-5.63579712780912	1.74250418289484e-08	1.24903617572923e-07
ENSMUSG00000050063.18	13.7487798818293	-7.23539039793432	1.28395849209693	-5.63522142068442	1.74833554852237e-08	1.25278203991279e-07
ENSMUSG00000000538.18	1455.83559406193	0.627563643355605	0.111394608614593	5.63369853497015	1.76385244883738e-08	1.26346314435938e-07
ENSMUSG00000054863.9	128.327399699051	1.08708716672806	0.193011727932778	5.63223374232817	1.7789035637673e-08	1.27380332376789e-07
ENSMUSG00000020721.16	1147.08030241677	-0.56020292994912	0.0994683852169619	-5.63196968290173	1.78163007683692e-08	1.27531423527769e-07
ENSMUSG00000039756.12	1472.26027152505	-0.642661997285443	0.114134295395502	-5.63075274665224	1.79424793531594e-08	1.28390200753652e-07
ENSMUSG00000053897.15	152.015365624942	-1.0651052543342	0.189200326415457	-5.62951065948681	1.80721604224847e-08	1.29273437987531e-07
ENSMUSG00000044715.7	495.265152913917	0.630208584658765	0.112000161144642	5.62685426715491	1.83525650110834e-08	1.31233844584958e-07
ENSMUSG00000030541.16	1712.50170404171	-0.593190867092542	0.10543218965398	-5.62627854964737	1.84138915053835e-08	1.31626874074592e-07
ENSMUSG00000024887.10	396.156990687245	0.831089898516029	0.147754296091569	5.62481038115447	1.85711856635913e-08	1.32705394757414e-07
ENSMUSG00000036564.17	1521.64486166476	0.540687248917821	0.0961285931965452	5.62462458815275	1.85911835985933e-08	1.32802422342576e-07
ENSMUSG00000004667.18	1213.24992914338	-0.82583663996254	0.146857122428602	-5.6234020271236	1.87232971000047e-08	1.33699981742422e-07
ENSMUSG00000026785.14	148.846010231975	-0.999214274575832	0.177715040250328	-5.62256448958032	1.88143295311146e-08	1.34303669775765e-07
ENSMUSG00000047040.9	13.6311277348064	-7.21333289904283	1.28294783969913	-5.62246778538905	1.8824867998294e-08	1.34332543732566e-07
ENSMUSG00000023191.9	1932.98611403242	0.713440047953387	0.126906314761689	5.62178524601489	1.88994117881974e-08	1.34817976435324e-07
ENSMUSG00000109511.1	1264.36579734782	-0.735849493252115	0.130904339277941	-5.62127655439848	1.89551550576394e-08	1.35169008161801e-07
ENSMUSG00000018865.9	87.9604352366957	-1.25551752491189	0.223411005228519	-5.61976579277134	1.91216495407791e-08	1.36309291540351e-07
ENSMUSG00000094973.2	13.2572274670657	-7.17459179714198	1.27689810908746	-5.61876609110913	1.92326020774291e-08	1.37052993171125e-07
ENSMUSG00000031740.8	6747.79575205331	0.699394064036517	0.124483881860164	5.61835037263833	1.92789246514087e-08	1.37335783148654e-07
ENSMUSG00000031385.14	19.7234424461376	-4.51392355857075	0.803629151613266	-5.6169236139694	1.94387304930012e-08	1.38378877394603e-07
ENSMUSG00000047466.10	577.750999774216	-0.812323283980163	0.14462001042101	-5.61694942225059	1.94358284159696e-08	1.38378877394603e-07
ENSMUSG00000075702.9	944.278375634306	0.911732009238328	0.162378861517456	5.61484420273705	1.96739428475331e-08	1.40005110315417e-07
ENSMUSG00000025920.19	451.75956676704	0.710369754570929	0.126554492982687	5.61315317875053	1.98672579910403e-08	1.41332175399123e-07
ENSMUSG00000028670.14	777.891910659766	-0.879374843363407	0.156680030985705	-5.61255214101685	1.99364108838502e-08	1.41775363339364e-07
ENSMUSG00000036478.8	1158.58581378808	0.61448763166653	0.109511513367575	5.61116920742394	2.00964140871447e-08	1.42864095608509e-07
ENSMUSG00000030861.15	1434.21497269452	0.626566764092151	0.111669174465873	5.61091963909553	2.0125421234599e-08	1.43021157361783e-07
ENSMUSG00000032218.7	372.19036524152	-0.738029951129943	0.131538416086458	-5.61075595318744	2.01444683991681e-08	1.43107355004667e-07
ENSMUSG00000036371.6	7544.59302020615	-0.574523857662056	0.102423091961437	-5.60931960419989	2.03123601838823e-08	1.44250530423609e-07
ENSMUSG00000028412.17	1844.62423958603	-0.55551397679877	0.0990808854290597	-5.6066715027139	2.06254591356065e-08	1.46423772525151e-07
ENSMUSG00000029426.8	3573.54186236546	-0.584378901685604	0.10424555272124	-5.60579215545313	2.07304614517196e-08	1.47118715626663e-07
ENSMUSG00000067787.10	899.190310310055	0.653024630028825	0.116495403054115	5.60558282051251	2.07555343800205e-08	1.47246138449754e-07
ENSMUSG00000038398.8	537.364897078145	0.638676682881089	0.113980864059104	5.60336761923394	2.10226690002664e-08	1.49090145220607e-07
ENSMUSG00000074896.3	39.2713527590584	1.99610510187833	0.356313877184053	5.60209755975135	2.11773297533177e-08	1.50135510831694e-07
ENSMUSG00000027130.15	634.394668780111	-0.688521588536348	0.122912330547725	-5.60172917939267	2.12223953289253e-08	1.50403457406467e-07
ENSMUSG00000020312.12	251.783187968607	0.921532328356103	0.164516999255952	5.60144138614151	2.12576670949483e-08	1.50561760607958e-07
ENSMUSG00000044303.6	1804.83231322639	0.853421143880919	0.152357777055452	5.60142816713786	2.12592885742663e-08	1.50561760607958e-07
ENSMUSG00000002658.9	1482.64456165564	-0.529273968675503	0.0945028891678445	-5.60061150866479	2.13596953225382e-08	1.51221087315999e-07
ENSMUSG00000035283.5	20.6004999529946	-3.23090080053095	0.576944056691818	-5.60002440974407	2.14321623992254e-08	1.51682224958186e-07
ENSMUSG00000021376.11	192.194486691508	-1.08122097310776	0.19309962582982	-5.59929087620628	2.15230397084133e-08	1.52273297690816e-07
ENSMUSG00000006611.15	76.2523307295936	1.42569942725031	0.254641788827664	5.59884311924619	2.15786959607083e-08	1.52614866098862e-07
ENSMUSG00000045273.8	169.145529561722	-1.10151778462365	0.196857267137144	-5.59551496697482	2.19967869714146e-08	1.55518637073702e-07
ENSMUSG00000028245.15	794.398838429385	0.587463038558947	0.105017588174521	5.59394905911077	2.2196210369256e-08	1.56874958629586e-07
ENSMUSG00000006641.12	185.92643100045	-0.997437579230978	0.178350040340862	-5.59258398442007	2.23714879318733e-08	1.58059757802822e-07
ENSMUSG00000040747.9	113.27283632581	1.21581040683878	0.217553565783509	5.58855655828987	2.28964806784528e-08	1.61713723385167e-07
ENSMUSG00000024431.15	1836.08815132066	0.619559243682945	0.110864372285274	5.58844316629249	2.29114335698411e-08	1.61764104525359e-07
ENSMUSG00000060904.14	1806.29450734694	0.627665038983414	0.112422506576088	5.5830905936847	2.36281584261714e-08	1.66767558294851e-07
ENSMUSG00000019990.15	372.206573811994	0.858042768684461	0.153692801924112	5.58284290443305	2.36618462130615e-08	1.66948367192907e-07
ENSMUSG00000006958.14	243.146040185371	0.93993893009724	0.168384772934232	5.58208983934886	2.37645558736569e-08	1.67615877040007e-07
ENSMUSG00000042523.12	497.414273364845	0.680602874286744	0.121969238543765	5.58011907274905	2.40353986503223e-08	1.69468402140156e-07
ENSMUSG00000026094.14	1114.82878502196	0.80264100270467	0.14394979481819	5.57583985248755	2.46338473635312e-08	1.73628756527894e-07
ENSMUSG00000021785.8	571.507985550632	0.698003118021396	0.125197012178313	5.57523782618117	2.4719192556638e-08	1.74170959270835e-07
ENSMUSG00000015094.16	1088.45201120738	0.955645397556854	0.171422743727222	5.57478766690103	2.47831960312858e-08	1.74562470650054e-07
ENSMUSG00000039640.7	912.405675817091	-0.703677177368584	0.12623762991502	-5.57422678041629	2.48631677252646e-08	1.75066150691814e-07
ENSMUSG00000042363.14	918.852729516688	0.575408783529991	0.103245494543055	5.57320962117175	2.50088345770022e-08	1.76031902311822e-07
ENSMUSG00000057497.8	393.145145206444	-0.944986877606679	0.16957396048284	-5.5727121954099	2.50803718915675e-08	1.76475392286005e-07
ENSMUSG00000096014.1	12.679377589964	-7.11719951739083	1.27736107497077	-5.57179927966232	2.52121799606084e-08	1.77342525278853e-07
ENSMUSG00000023072.14	253.880972874246	-0.811335146134858	0.145640389070634	-5.57081144394202	2.53555623507685e-08	1.78290454911743e-07
ENSMUSG00000011958.17	2630.99192718761	0.510817267509878	0.0917444453180556	5.56782773866035	2.57934626140579e-08	1.8130797183045e-07
ENSMUSG00000028759.13	2583.56277766438	0.470358549839123	0.0844852228225128	5.56734697649144	2.58647042697059e-08	1.81746989547353e-07
ENSMUSG00000028382.15	2266.97780667022	-0.742395352693997	0.133366354531039	-5.56658653004731	2.59777809527141e-08	1.82479577103157e-07
ENSMUSG00000024042.7	751.932705166718	-0.583011446773509	0.104810839659873	-5.5625109832673	2.65920289225301e-08	1.86730924073449e-07
ENSMUSG00000079330.9	24.1053386387916	-2.89946400231493	0.521638263929418	-5.55838059208642	2.72289139776224e-08	1.91138290958628e-07
ENSMUSG00000024008.16	17.0988041439205	-4.30247662853831	0.774080670970803	-5.55817602723811	2.72608385307889e-08	1.91297478523212e-07
ENSMUSG00000030203.17	444.553681698058	-0.840592615614384	0.151310137413492	-5.55542827455941	2.76931914430707e-08	1.94265531157275e-07
ENSMUSG00000033389.16	380.719367689693	-0.741289786951818	0.133498654736667	-5.55278844130716	2.8114826049908e-08	1.97156408981168e-07
ENSMUSG00000027364.14	16.8535430118409	-3.99477352543055	0.719489172003464	-5.55223578182122	2.82038821282018e-08	1.97713896843819e-07
ENSMUSG00000028212.16	265.833428763159	-0.930796368434697	0.16768132139405	-5.55098421634769	2.84065735608089e-08	1.99067339855167e-07
ENSMUSG00000023908.8	144.873620133163	-1.15724976277953	0.208489594704286	-5.55063558169863	2.84632862857753e-08	1.99397224312168e-07
ENSMUSG00000022203.7	224.191733636854	1.03539900903226	0.186578215294004	5.54940997479641	2.86635301774041e-08	2.00732040886919e-07
ENSMUSG00000021270.13	7550.08066046164	-0.736877073891133	0.132802413268458	-5.54867231517509	2.87847097561082e-08	2.01512450329817e-07
ENSMUSG00000021178.9	2610.68926874326	-0.52850539164067	0.095273587493471	-5.54723932986031	2.90215367826538e-08	2.03101668275629e-07
ENSMUSG00000026923.15	722.327210422667	-0.913839810350137	0.164761301704238	-5.54644689558575	2.91533116997489e-08	2.03954872888977e-07
ENSMUSG00000018999.14	988.887320969571	0.558299020357103	0.100707579675072	5.54376365868811	2.96038355442089e-08	2.0703669570759e-07
ENSMUSG00000071470.4	21.2040891363018	-6.88134918858784	1.24136290336415	-5.54338233399684	2.96684068302101e-08	2.07418158870076e-07
ENSMUSG00000025507.13	436.361082230932	0.852122979741642	0.153729756557578	5.54299309920839	2.97344584855818e-08	2.07809710368659e-07
ENSMUSG00000033400.14	964.384694268278	0.60662955277026	0.109443654732564	5.542848091583	2.97591021833168e-08	2.07911701069326e-07
ENSMUSG00000074489.9	17.5821182860873	-4.33194617111404	0.781701202329434	-5.54169055670509	2.9956534169505e-08	2.09220399177769e-07
ENSMUSG00000031357.3	1041.2120253926	0.626546497261062	0.11308073887509	5.54070041895597	3.01264224038022e-08	2.10335909641396e-07
ENSMUSG00000037049.9	1081.45284343976	0.721771168267862	0.13030405893868	5.53913035516047	3.03977325286267e-08	2.1215853333998e-07
ENSMUSG00000001785.13	969.833048830968	-0.697536004921892	0.125995985266853	-5.53617643803925	3.09146146412748e-08	2.15645575118536e-07
ENSMUSG00000079470.8	139.589948255701	-1.19126369876114	0.215178848316694	-5.53615612352322	3.0918198665905e-08	2.15645575118536e-07
ENSMUSG00000004631.15	444.681501513025	0.805722751143457	0.14554018941559	5.53608425534416	3.0930881373138e-08	2.15661322199564e-07
ENSMUSG00000040990.17	1993.3720964516	0.589736002167028	0.106540051274777	5.5353455823486	3.10615292021586e-08	2.16499277158038e-07
ENSMUSG00000028972.11	46.3846954807201	1.76659589931313	0.319225558920048	5.53400518833638	3.12999708224638e-08	2.18087738768713e-07
ENSMUSG00000108691.1	12.3670912914486	-7.08145748270578	1.27968195254032	-5.53376365795286	3.13431248672023e-08	2.18314890278725e-07
ENSMUSG00000035158.15	195.968898985369	0.905253971097711	0.163597536009189	5.533420570875	3.14045232068053e-08	2.18668923453107e-07
ENSMUSG00000019295.8	424.572501235483	0.765257134546652	0.138298835964617	5.53335918707542	3.1415520656319e-08	2.186718963046e-07
ENSMUSG00000024969.15	1258.03147690365	-0.69214528491653	0.125088700243868	-5.53323588435367	3.14376227181312e-08	2.18752136283209e-07
ENSMUSG00000040659.3	819.530073637945	-0.636560561582886	0.115088468213345	-5.53105425300181	3.18311847702845e-08	2.21416180007692e-07
ENSMUSG00000055415.8	26.3479078854835	-2.62219128492506	0.474100099624237	-5.53088110929181	3.18626234647046e-08	2.21560366929191e-07
ENSMUSG00000028536.12	12.6644863406678	-7.12256056700111	1.28799011833623	-5.52998075497794	3.20265921432313e-08	2.22625709565533e-07
ENSMUSG00000033900.13	271.306987032687	-0.920906960523752	0.166546846920156	-5.52941696317579	3.21296839479539e-08	2.23267306627922e-07
ENSMUSG00000115333.1	28.0724806790085	-2.4612374455515	0.445446983036148	-5.52532072116822	3.28884260673443e-08	2.28463018823086e-07
ENSMUSG00000062248.5	183.44404194085	-0.921525312592197	0.166808850473538	-5.52443896097936	3.30540122262471e-08	2.29536203734264e-07
ENSMUSG00000029676.15	261.369923533942	-0.782071609221625	0.141571461088682	-5.52421796884421	3.30956390135106e-08	2.29748149084729e-07
ENSMUSG00000027796.2	85.9395194068675	1.3535923335111	0.245138689763396	5.52174091661159	3.3565717795528e-08	2.32933245231831e-07
ENSMUSG00000047117.13	21.4379197896244	-6.89949136330759	1.25001037706124	-5.51954726930205	3.39874162057271e-08	2.35780576474808e-07
ENSMUSG00000024566.10	1437.82642585125	0.50651523157997	0.0917787009153072	5.51887558364308	3.41175629786135e-08	2.36604098336767e-07
ENSMUSG00000006642.3	21.7139935709008	-6.00121353001662	1.08772142416472	-5.51723391366044	3.44376931480419e-08	2.387351149024e-07
ENSMUSG00000024525.7	295.421051299593	-0.824613125629334	0.149462746694979	-5.51718166475417	3.44479295201655e-08	2.387351149024e-07
ENSMUSG00000073678.4	259.711568707243	-0.81404559331232	0.147556926985281	-5.51682398071031	3.45180846778065e-08	2.39141198168046e-07
ENSMUSG00000031558.15	2813.39330840506	0.522796296513465	0.0947812759310082	5.51581830248847	3.47160790124522e-08	2.40432382501038e-07
ENSMUSG00000015749.12	1580.72165361528	-0.640541748025146	0.116169133566559	-5.51387213074244	3.51023675050284e-08	2.43026330848903e-07
ENSMUSG00000028228.5	2464.48695881149	-0.674899611655033	0.12240724753571	-5.51355924785537	3.51648582166643e-08	2.4337752490068e-07
ENSMUSG00000021392.8	637.59470954027	-0.754791571463476	0.137080558143292	-5.5061898031848	3.66683185630506e-08	2.53698162579875e-07
ENSMUSG00000030982.19	1763.7149934098	0.4738507299102	0.0860850576169431	5.50444807760618	3.70326580920389e-08	2.56133265780678e-07
ENSMUSG00000033059.7	1910.90231036836	0.499958046750646	0.0908300714187988	5.504322950991	3.70589672062078e-08	2.56229563701477e-07
ENSMUSG00000034285.15	333.453935310001	-0.80359080830565	0.146049920057328	-5.50216534175592	3.75154873705311e-08	2.59299327508913e-07
ENSMUSG00000037278.9	507.28172480838	-0.639641213252663	0.116280469327276	-5.50084822458334	3.7796846964557e-08	2.61156771261119e-07
ENSMUSG00000038112.15	877.97655533468	0.75054518192718	0.136527284710345	5.49740063694615	3.85430359976892e-08	2.66223634619098e-07
ENSMUSG00000031608.13	668.085483096934	-0.846154268692013	0.153962788488026	-5.49583621472159	3.88863299122238e-08	2.68415584549274e-07
ENSMUSG00000064127.13	1446.48217869812	-0.552342711917068	0.100502004624856	-5.49583775944368	3.88859894832852e-08	2.68415584549274e-07
ENSMUSG00000021708.17	30.2843004824526	-2.28110924103555	0.415078012742922	-5.49561569393066	3.89349583919723e-08	2.68661602486568e-07
ENSMUSG00000037679.9	3542.25704736242	0.665308059720977	0.121094242945521	5.49413451488599	3.9263114478534e-08	2.70835628281905e-07
ENSMUSG00000019823.17	492.070594739511	0.795407871761798	0.144783776769745	5.49376380080736	3.93456651071952e-08	2.71224183296417e-07
ENSMUSG00000019850.11	246.260368744738	-0.974939523722411	0.177461991835247	-5.49379342381962	3.93390624710423e-08	2.71224183296417e-07
ENSMUSG00000027799.12	1208.13967545237	0.652361327283469	0.118749146228782	5.49360856899662	3.93802821053784e-08	2.71372383715511e-07
ENSMUSG00000052087.14	12.0973856722556	-7.03933555608588	1.28191958262375	-5.49124582501361	3.99108387136507e-08	2.74936903253178e-07
ENSMUSG00000020659.16	229.652920111645	-0.895832402077915	0.163196268697545	-5.48929463416949	4.03542001788171e-08	2.77898581590942e-07
ENSMUSG00000054958.6	11.9741577338049	-7.02801424844254	1.28067707985559	-5.48773329279462	4.07124139686061e-08	2.80272115729968e-07
ENSMUSG00000037660.5	52.1814484368445	-2.3473013832582	0.427888381312276	-5.485779670061	4.11649721038365e-08	2.83293339292104e-07
ENSMUSG00000001020.8	1859.54216330934	0.625485628326543	0.114024012056657	5.48556060293464	4.1216022282082e-08	2.83550333538221e-07
ENSMUSG00000033565.18	5205.99743611153	0.46440650259611	0.0846776960268534	5.48440173016558	4.14871024758268e-08	2.85320375304996e-07
ENSMUSG00000030162.14	71.8124515974761	1.55879576110926	0.284257624231565	5.48374301418709	4.16419571811533e-08	2.86290185512302e-07
ENSMUSG00000096992.3	16.6580861744364	-4.24192595332466	0.773761800014263	-5.48221164865785	4.20041283549237e-08	2.8868418713565e-07
ENSMUSG00000020422.14	3338.07916725117	0.529220029854127	0.0965383671940166	5.48196582598642	4.20625496955451e-08	2.88989692976334e-07
ENSMUSG00000049764.8	274.04007256759	-0.80138339914952	0.146187582497522	-5.48188420287412	4.20819653707939e-08	2.89027097485263e-07
ENSMUSG00000029811.14	21.6119725843702	-5.99053643901493	1.09297028897353	-5.48096915300504	4.23002237466619e-08	2.90429714121206e-07
ENSMUSG00000023088.17	3130.84177109849	-0.465279618152679	0.0849526618781738	-5.47692806636138	4.32773041285283e-08	2.97039678336717e-07
ENSMUSG00000106968.1	12.9684141461878	-7.13534548102392	1.3033312705746	-5.47469829207591	4.38257649589609e-08	3.00704344844452e-07
ENSMUSG00000030400.17	251.263215688263	-0.87825348988494	0.160438027955394	-5.4740980120319	4.39745642507646e-08	3.01625268785003e-07
ENSMUSG00000090356.2	20.0559776486415	-6.79358135224683	1.24132276697514	-5.4728564826064	4.4283874180471e-08	3.03646173407823e-07
ENSMUSG00000044626.13	25.2286029134326	-2.81328943307434	0.514055600885883	-5.47273374363811	4.43145672211117e-08	3.03755948344313e-07
ENSMUSG00000006586.15	564.71655240138	0.674890807750489	0.123336958451199	5.47192679489925	4.45168731089721e-08	3.05041587944785e-07
ENSMUSG00000063663.11	617.632398724321	-0.831130925913939	0.151991634313042	-5.46826757716244	4.54455477005474e-08	3.1130200174875e-07
ENSMUSG00000036943.9	1149.5901056888	-0.613343045973177	0.112209334646917	-5.46606080414924	4.6014655275523e-08	3.15096052196208e-07
ENSMUSG00000020929.14	2347.37089256345	-0.46613256798197	0.0852901321351043	-5.46525789458961	4.62234279543078e-08	3.16420931201445e-07
ENSMUSG00000004266.15	24.630858388783	-2.61097284217225	0.477869163113079	-5.46378181250087	4.66096374008123e-08	3.18959169338606e-07
ENSMUSG00000037400.17	1617.64793975803	-0.752305478414058	0.137691721656702	-5.46369432644422	4.66326256181901e-08	3.19010954419146e-07
ENSMUSG00000049553.11	1520.71663562528	-0.526827384093941	0.0964334080357281	-5.46312107831711	4.67835269805078e-08	3.19937462031658e-07
ENSMUSG00000015766.14	2956.02422849954	0.512016030250258	0.0937514866738832	5.46141771630052	4.72347169372461e-08	3.22835835991597e-07
ENSMUSG00000028433.14	2355.98358955064	-0.661239915836733	0.121075094099156	-5.46140327832578	4.72385592665231e-08	3.22835835991597e-07
ENSMUSG00000047945.6	1772.60589057021	-0.711268915085746	0.130308577579228	-5.45834302161186	4.80598499651269e-08	3.28340196905079e-07
ENSMUSG00000020251.13	95.4467353882206	1.28677556239841	0.235761833183785	5.45794688233238	4.81671696512095e-08	3.28964753573645e-07
ENSMUSG00000031671.11	253.881068954837	-0.900926804983108	0.165106194017274	-5.45665055357554	4.85199896778161e-08	3.31265025235968e-07
ENSMUSG00000039145.16	585.408075388579	-0.667359261853802	0.122338925691039	-5.45500345114349	4.89718943424027e-08	3.34240045615732e-07
ENSMUSG00000040658.7	200.438715920797	-1.00154400542552	0.18360625174153	-5.45484696695095	4.90150394795735e-08	3.3442418262333e-07
ENSMUSG00000045763.8	1716.82637024621	0.526485939816099	0.0965229959044543	5.45451303995221	4.91072316097894e-08	3.349427300731e-07
ENSMUSG00000028782.14	71.4402043271129	-1.60263031440804	0.293890572222144	-5.45315320015321	4.94844015087358e-08	3.37404025712333e-07
ENSMUSG00000079111.3	3225.91220045656	0.568702950498939	0.104300599739917	5.4525376835517	4.96560450462858e-08	3.38462801934931e-07
ENSMUSG00000055301.8	130.044956919291	-1.05048182031026	0.192691930861646	-5.45161292231025	4.99150101353345e-08	3.40115880984738e-07
ENSMUSG00000067001.11	49.9773756345879	1.73844699882865	0.318893556804802	5.45149615516618	4.99478019033006e-08	3.40227256494428e-07
ENSMUSG00000034872.6	36.472377259807	-2.13105179408961	0.391105136157905	-5.44879521405522	5.07121623672729e-08	3.45320112867602e-07
ENSMUSG00000031360.14	647.029365470326	0.731660013083836	0.134321054259743	5.44709849930892	5.1198114111429e-08	3.48514441139563e-07
ENSMUSG00000041096.13	814.374810122955	0.591692811378672	0.108645037693068	5.44610986329865	5.14833447310086e-08	3.5034077383236e-07
ENSMUSG00000030554.16	229.75257099361	0.814220462404518	0.149512916223838	5.4458202205456	5.15672006406161e-08	3.50796014354629e-07
ENSMUSG00000054309.9	1159.50715013708	-0.576860713284813	0.105936528586344	-5.44534280085117	5.17057097990318e-08	3.51622622818071e-07
ENSMUSG00000054814.14	954.877021819199	-0.651401268116486	0.119645767917462	-5.44441545618107	5.19757824981046e-08	3.53343086604762e-07
ENSMUSG00000028249.15	4590.10050699395	0.433719632299872	0.0796755867599997	5.44356998093193	5.22232033134173e-08	3.54908477971309e-07
ENSMUSG00000068744.12	1689.36521542101	0.554953448986676	0.101952779198982	5.44324003079474	5.23200696301447e-08	3.55450009996323e-07
ENSMUSG00000080316.11	826.521929784539	0.632695396047321	0.116241725242859	5.44292847276189	5.2411696251654e-08	3.55955600905439e-07
ENSMUSG00000028948.16	995.456962059915	-0.700709149300523	0.128803819969031	-5.44012708217037	5.3242578010409e-08	3.61479885560004e-07
ENSMUSG00000025147.7	466.260959729243	-0.780005444885572	0.143417780038157	-5.4386941750043	5.36724933482639e-08	3.64279156789874e-07
ENSMUSG00000083534.1	16.6686483674123	-3.96694066963003	0.729549273211397	-5.43752261196559	5.40264956646276e-08	3.66561533556625e-07
ENSMUSG00000031078.15	8151.17931304549	0.413735321583113	0.0760950823708757	5.43708356299072	5.41597417879177e-08	3.67345107661198e-07
ENSMUSG00000017774.19	8408.77251234645	0.453305420760799	0.0833767735118214	5.43683092625943	5.42365583180854e-08	3.67745552909287e-07
ENSMUSG00000040383.16	1435.55961102112	-0.557582742328858	0.102577199463871	-5.43573762242596	5.45702063706034e-08	3.69886585579512e-07
ENSMUSG00000035861.6	17.5773561886048	-3.42299373085314	0.629828771901629	-5.43480051017384	5.48577712242529e-08	3.71713957850023e-07
ENSMUSG00000008429.8	940.799498942267	0.540783676724663	0.0995225240770846	5.43378176688728	5.51720515750845e-08	3.73721097227823e-07
ENSMUSG00000032555.10	2080.10105987624	-0.601444264940728	0.110722599579344	-5.43199190793685	5.57284504370995e-08	3.77344727933583e-07
ENSMUSG00000097819.1	66.4225322372567	1.41241716779104	0.26002057908009	5.43194378224961	5.57434856946406e-08	3.77344727933583e-07
ENSMUSG00000031388.14	254.925141177362	-0.816839039237678	0.150424954526473	-5.43020964712291	5.6287888659906e-08	3.80905316554621e-07
