baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000042757.16	94.7528474455171	-2.53804310048152	0.258969912643465	-9.80053271275477	1.11993431814575e-22	2.61786228694702e-21
ENSMUSG00000064373.12	317.782464341792	1.32817143802045	0.135564677252857	9.79732674421614	1.15604626378214e-22	2.69922449874279e-21
ENSMUSG00000090084.7	240.185171018369	1.67220860424508	0.170852371777639	9.78744741349819	1.27473316848823e-22	2.97298816871657e-21
ENSMUSG00000089876.3	58.2200721112294	-3.70828178615071	0.379204786506997	-9.77910068147911	1.38435101062833e-22	3.22500781045814e-21
ENSMUSG00000024697.4	63.2574522614944	-5.53781198765547	0.566373462585485	-9.77766854113443	1.40407540269053e-22	3.26727872389865e-21
ENSMUSG00000024909.15	4967.80004748889	1.1139508359305	0.113971609458045	9.77393265943627	1.45684740824591e-22	3.38626992521158e-21
ENSMUSG00000063873.10	204.639347595952	1.92139912417261	0.196612033835966	9.77254080884815	1.47700627868168e-22	3.42927372470121e-21
ENSMUSG00000019087.13	5710.3313767401	0.748403745246034	0.0766455133644295	9.76448212549075	1.59926973931226e-22	3.70897904676601e-21
ENSMUSG00000031976.14	795.780684087801	-1.01988395245127	0.104463409989032	-9.7630735255373	1.62164612179432e-22	3.75666218606486e-21
ENSMUSG00000026109.14	169.161919887681	2.06254961740827	0.211265272921694	9.7628426521985	1.62534311389952e-22	3.7610148766487e-21
ENSMUSG00000073758.10	127.795931777263	-2.09260558221974	0.214431380429658	-9.75885888542417	1.69046540896482e-22	3.90733607991678e-21
ENSMUSG00000044734.16	626.30597642417	1.19831749748079	0.122870081612021	9.75271996045904	1.79590778199006e-22	4.14642235335138e-21
ENSMUSG00000046180.11	293.906771157842	-11.6452322396012	1.19427924950865	-9.75084532733215	1.82938533247119e-22	4.21900717645835e-21
ENSMUSG00000028699.9	277.169440186336	-11.5596607639241	1.18569152454075	-9.74929863684524	1.85747089680997e-22	4.27900895794075e-21
ENSMUSG00000006154.13	57.6967381843027	-3.89432203219793	0.399570423468324	-9.74627200480631	1.91367038846082e-22	4.40357055907553e-21
ENSMUSG00000048992.9	280.708830967797	-11.5816004168386	1.18844340677896	-9.74518462618956	1.93426943900095e-22	4.44602576495695e-21
ENSMUSG00000062184.11	2861.90896002487	1.18630639541955	0.121775024760255	9.74178734724217	2.00005109932188e-22	4.5921262032932e-21
ENSMUSG00000024664.5	1879.26134550858	1.16330729457667	0.119418454527378	9.74143652403379	2.00696896130731e-22	4.60290098698052e-21
ENSMUSG00000031502.11	8260.31990883043	0.879698915797866	0.0903147416130718	9.74036907027526	2.02816401093927e-22	4.64635978895909e-21
ENSMUSG00000047547.14	1570.44269651132	-1.04991470960137	0.107804591012597	-9.73905377998876	2.05458491528468e-22	4.70168121045289e-21
ENSMUSG00000020661.15	1147.64157694154	-0.983681556702378	0.101088915606618	-9.73085477076751	2.22713529910151e-22	5.09091137375833e-21
ENSMUSG00000021196.14	1689.61019956769	-1.2844342708158	0.132071917867867	-9.7252640194173	2.35294198964032e-22	5.3725508763454e-21
ENSMUSG00000041859.10	886.241792936865	-1.02103838286441	0.105042104322121	-9.72027730645331	2.47107602699343e-22	5.63606943444467e-21
ENSMUSG00000005225.15	395.733325421519	-1.41299238850784	0.145470074016409	-9.71328569165677	2.64665012198479e-22	6.02323994207915e-21
ENSMUSG00000085148.1	960.073773734588	1.28331864661417	0.132118683245756	9.71337751093878	2.64426621110014e-22	6.02323994207915e-21
ENSMUSG00000015093.15	59.4076954185438	-3.80288050634188	0.39155268256666	-9.71230865132551	2.67214920806292e-22	6.07458798540634e-21
ENSMUSG00000031266.7	735.593551093411	1.05962313864539	0.109129636422686	9.70976513237156	2.7396767554536e-22	6.22126158507889e-21
ENSMUSG00000022391.16	2274.33286388427	-0.950158408707583	0.0978640840250216	-9.70895929976364	2.76142094674816e-22	6.26376262339683e-21
ENSMUSG00000015970.19	172.803513603162	-1.95935592011119	0.20190946821884	-9.70413095233123	2.89533073624674e-22	6.55314080314403e-21
ENSMUSG00000057604.9	135.704629954928	2.15288972297298	0.221851670405195	9.7041853191409	2.89378772368363e-22	6.55314080314403e-21
ENSMUSG00000033502.15	156.711567054562	-2.00080604626834	0.206484716350636	-9.68985056923401	3.33015542342746e-22	7.52906286824523e-21
ENSMUSG00000019961.17	2011.06693414772	-1.04362261362658	0.107718535572363	-9.68842184941796	3.37706337297809e-22	7.62678056733599e-21
ENSMUSG00000034981.9	426.062218040132	1.21190943838124	0.125145099472299	9.68403432089242	3.52524133194803e-22	7.95274454024087e-21
ENSMUSG00000029671.15	97.602533882537	2.58845123797092	0.267302387625602	9.68360687296384	3.54001679525481e-22	7.97737771714991e-21
ENSMUSG00000005803.14	645.658151310512	1.05524148782732	0.109000869005529	9.68103738488355	3.63013588290347e-22	8.17155832531275e-21
ENSMUSG00000020840.10	1198.39052362416	-1.31941583249185	0.136314067170711	-9.67923457847897	3.69471696363139e-22	8.30789237246116e-21
ENSMUSG00000063018.6	80.5980602807958	-2.66542626912722	0.275381458549916	-9.67903316062976	3.70200249910534e-22	8.3152362322467e-21
ENSMUSG00000028655.11	141.443591621781	-2.25109493306105	0.232607099575139	-9.6776707898113	3.75165584673253e-22	8.4176252170668e-21
ENSMUSG00000022099.17	130.269319564605	-2.32261515956365	0.240036253439849	-9.67610153166167	3.8096667109183e-22	8.5385238622716e-21
ENSMUSG00000059921.15	1301.59338803539	1.05747975423314	0.109336981407093	9.67174821020386	3.97528434196947e-22	8.90007653488337e-21
ENSMUSG00000028173.10	10408.1270402178	0.86301754045038	0.0893796691495138	9.65563588075862	4.65263739604958e-22	1.04053091688733e-20
ENSMUSG00000024044.19	3969.5796383892	0.904851285003634	0.093725431079406	9.65427712183075	4.71472628160359e-22	1.05327799770555e-20
ENSMUSG00000001507.16	1288.97897657515	-1.11713866762481	0.11573439317445	-9.65260746596656	4.79214548661326e-22	1.06941870206654e-20
ENSMUSG00000026933.17	1170.75710373364	-0.881668996709254	0.0913612593233312	-9.65035949853747	4.89837052370301e-22	1.09194602396384e-20
ENSMUSG00000067006.12	64.6718365736444	-3.08550880381284	0.32005469361368	-9.64056726984666	5.38893440432627e-22	1.20000953737672e-20
ENSMUSG00000028613.15	675.791927896317	-1.07651520454712	0.111715107427249	-9.63625448105272	5.62012779728887e-22	1.24992209573928e-20
ENSMUSG00000030729.17	469.531773419437	-1.59448382752465	0.165468756317023	-9.63616251801496	5.62516300639661e-22	1.24992209573928e-20
ENSMUSG00000032278.11	64.4330378415246	-5.24417961148076	0.544670266213705	-9.62817311092795	6.08007906847189e-22	1.34955574774118e-20
ENSMUSG00000029414.11	448.407757025249	-1.18332162874642	0.122965682376665	-9.62318596437094	6.38230846097394e-22	1.41512127687211e-20
ENSMUSG00000066113.16	195.767715893485	1.54832860473176	0.160968632151938	9.61882190357623	6.65894319931895e-22	1.47487749426457e-20
ENSMUSG00000027547.17	254.389774229942	-11.440475168606	1.19021344589853	-9.61212058898326	7.1069963603495e-22	1.57243244605936e-20
ENSMUSG00000022114.5	793.226428824203	1.01410008287479	0.105548541478018	9.60790238002478	7.40419438730724e-22	1.63643770609215e-20
ENSMUSG00000038267.15	151.36429942566	-2.19289173831992	0.228459486304109	-9.59860224583059	8.10358594883489e-22	1.78910226812751e-20
ENSMUSG00000034926.3	1696.15028443011	-1.03543311554394	0.107965890205152	-9.59037260357368	8.77674774055797e-22	1.93565650862391e-20
ENSMUSG00000023041.7	471.041911520018	-11.3655750364224	1.18530232193978	-9.58875624053644	8.91532060430042e-22	1.96412393334572e-20
ENSMUSG00000020392.8	444.865309986255	-1.17667866368152	0.122739073854361	-9.5868302304263	9.08326882914241e-22	1.99899555604754e-20
ENSMUSG00000049686.14	513.562283501432	-1.54124397537983	0.160774011408421	-9.5863999528166	9.1212147595466e-22	2.00521328087928e-20
ENSMUSG00000037822.12	1480.37503785676	0.884085395016654	0.0922263632717167	9.5860376973986	9.15328343680635e-22	2.01012711738018e-20
ENSMUSG00000024968.14	473.171388724563	-1.47717475340334	0.154103327499288	-9.58561231203897	9.19108313338524e-22	2.01628777073532e-20
ENSMUSG00000021953.14	245.991979097517	-11.3901741994621	1.1884989888934	-9.58366334839491	9.36625221232446e-22	2.0525387660631e-20
ENSMUSG00000027797.15	2279.10216161767	1.09962726847688	0.114794430185245	9.57909949727001	9.78947186747357e-22	2.14301380447011e-20
ENSMUSG00000029381.16	325.186698738958	-1.68307873111033	0.175855886944618	-9.57078412530129	1.06097901654645e-21	2.32013455764233e-20
ENSMUSG00000046280.9	67.7952970646305	-6.06333679684264	0.634018958090091	-9.5633367417084	1.14020029315165e-21	2.49074165411068e-20
ENSMUSG00000024053.11	709.193944099814	1.28118775294387	0.133994123026946	9.56152198321578	1.16037506189485e-21	2.53213912504417e-20
ENSMUSG00000030306.14	167.011437008404	1.71139274669985	0.179070550897797	9.55708651210107	1.2111831051108e-21	2.64022601637798e-20
ENSMUSG00000067616.11	310.971515400544	-9.86794001912345	1.03335306390063	-9.5494370354646	1.30402960935895e-21	2.83962742408511e-20
ENSMUSG00000026480.12	51.8338487151614	-4.64218345703725	0.486298687996254	-9.54595102068835	1.34864459529346e-21	2.93369198137075e-20
ENSMUSG00000104340.1	139.397546637259	-8.11895931851811	0.85212772187066	-9.52786666850213	1.60548449634123e-21	3.48872455628266e-20
ENSMUSG00000019577.6	155.088930424945	1.76666355038856	0.185481225623637	9.52475672105665	1.65428937805846e-21	3.59100570450108e-20
ENSMUSG00000018171.9	3582.0803665049	0.793055874791712	0.0832790887177926	9.52286927008935	1.68462216340737e-21	3.65301663463398e-20
ENSMUSG00000054046.7	99.3800764449764	-7.2185961898832	0.758364014432002	-9.51864283181972	1.75455421304744e-21	3.80067675448297e-20
ENSMUSG00000068122.10	751.573653807424	-1.31776289389774	0.138448489714653	-9.51807344820945	1.76419232352634e-21	3.81755717539637e-20
ENSMUSG00000024795.11	584.601813026417	-1.42868153597784	0.150120535600085	-9.51689607465691	1.78428848523572e-21	3.85700897534707e-20
ENSMUSG00000042156.16	714.212314440603	1.08043401605458	0.113557515843362	9.51442102295455	1.82727562233236e-21	3.94580906045819e-20
ENSMUSG00000029674.13	933.310097297158	-1.3101781733475	0.137773493718737	-9.5096534027235	1.91298837763742e-21	4.12658921461786e-20
ENSMUSG00000026872.18	1159.5461453067	0.982185392096068	0.103337221087937	9.50466232549702	2.00698086090142e-21	4.32483469473621e-20
ENSMUSG00000025221.16	55.6820375842627	-4.4167710754438	0.464812466820062	-9.50226465666983	2.05374444462395e-21	4.42100013797457e-20
ENSMUSG00000032226.5	93.1874423054382	-7.11750799921554	0.749360497523066	-9.49810941828631	2.13735357554617e-21	4.59619889992969e-20
ENSMUSG00000030310.10	456.563798809326	-11.3203600833548	1.19229284237989	-9.49461380709013	2.21029139598301e-21	4.74810987629288e-20
ENSMUSG00000017697.3	235.095968790032	-1.58391800930285	0.166855732116834	-9.49273956134618	2.25040704316307e-21	4.82927079895377e-20
ENSMUSG00000021273.11	1852.78241239326	-1.05112333452176	0.110772242430779	-9.48904988701119	2.3314956925322e-21	4.9980985897838e-20
ENSMUSG00000031004.8	2930.04835516754	-1.09695388494374	0.115702683658855	-9.48079897764571	2.52343430897938e-21	5.40396330743855e-20
ENSMUSG00000049327.17	1124.59674065906	-0.89089565505768	0.093974893023799	-9.48014545578745	2.53928861532931e-21	5.43229199434512e-20
ENSMUSG00000026917.15	1078.19725617585	-1.05975409703083	0.111789139471076	-9.47993787272177	2.54434512814518e-21	5.43748632912597e-20
ENSMUSG00000020089.8	971.471177076328	-0.980475349022256	0.103443707290142	-9.47834696481041	2.58343015073546e-21	5.51531677278272e-20
ENSMUSG00000037315.15	414.385521536264	-1.56642995691023	0.165378223747773	-9.471803006539	2.75054365219869e-21	5.86603057041591e-20
ENSMUSG00000041390.18	861.211457222729	1.13198303841199	0.119567994151311	9.46727463688556	2.8724009401737e-21	6.1196043511198e-20
ENSMUSG00000068966.10	372.401711325183	-1.24606184584077	0.131626630249908	-9.46663941388595	2.88991633622897e-21	6.15058634234247e-20
ENSMUSG00000021385.10	572.809658554425	-1.25039332512156	0.13208830677382	-9.46634380939307	2.89810320347804e-21	6.16167121997434e-20
ENSMUSG00000036617.17	1183.56337132882	-0.910555413934655	0.0962663497701853	-9.45870925934562	3.11767744691611e-21	6.62170362878374e-20
ENSMUSG00000010760.5	79.5703984419531	-6.57413153746426	0.69509667085499	-9.45786652866267	3.14290118221965e-21	6.6684304365721e-20
ENSMUSG00000030340.16	123.097910415194	-2.22512424208474	0.235324176814456	-9.45557006596545	3.21266562997551e-21	6.8094686359942e-20
ENSMUSG00000031872.14	121.457210066992	-2.2533185836335	0.238359878280407	-9.45343066916107	3.2790358046214e-21	6.94303108395117e-20
ENSMUSG00000110060.1	223.690060808321	-11.2483815263194	1.1905138211849	-9.44834182195729	3.44240568016172e-21	7.28149757725005e-20
ENSMUSG00000021868.7	284.847162115064	-1.61852553462432	0.171342422122849	-9.44614599567104	3.51536215362919e-21	7.42822235670347e-20
ENSMUSG00000023906.3	225.842535097322	-11.26955483423	1.19413184837025	-9.43744599862292	3.81976148798323e-21	8.06320468386827e-20
ENSMUSG00000041773.8	1314.10203910595	0.915574795473892	0.0970753506680876	9.43158885518069	4.03923331613739e-21	8.51780016421347e-20
ENSMUSG00000060802.8	7159.81023511759	0.838750686824982	0.0889351572747583	9.43103619003817	4.06057507749265e-21	8.55408519634323e-20
ENSMUSG00000018362.14	1120.18599484743	-0.899871710171287	0.0954290885571079	-9.42974227017556	4.11097841951569e-21	8.65145580513947e-20
ENSMUSG00000028093.15	412.469968188696	-1.20952546402499	0.128300842322072	-9.42726050845978	4.20939089802926e-21	8.84955990930195e-20
ENSMUSG00000037594.11	892.948788041761	1.1155800447579	0.118428359833251	9.41987245562343	4.51636300206644e-21	9.48527933236025e-20
ENSMUSG00000086712.2	52.1413250901005	-4.65298378582022	0.494451141860838	-9.41040153797398	4.94245130659611e-21	1.03696237504618e-19
ENSMUSG00000048402.14	454.295352884892	-1.28651966042863	0.136794812783993	-9.40474009391071	5.21589538176837e-21	1.09322419212403e-19
ENSMUSG00000022603.9	273.769212924864	-9.68537578091727	1.03022997332197	-9.40117840843518	5.39553529158147e-21	1.12973115968569e-19
ENSMUSG00000028064.17	59.2293768419722	-3.93094018747104	0.418257305824476	-9.39837782324519	5.54107343793144e-21	1.15903120536388e-19
ENSMUSG00000019929.16	2853.10718359651	-0.899759256948386	0.0957615291144799	-9.39583218092468	5.67672790467582e-21	1.18620676933362e-19
ENSMUSG00000037544.14	463.457239291792	-1.2051181510951	0.128287212186263	-9.39390708206649	5.78149069975678e-21	1.20687889107839e-19
ENSMUSG00000012396.12	57.7762453792302	-4.80673902781046	0.511696068319803	-9.39373844241912	5.79075855098964e-21	1.20759498129358e-19
ENSMUSG00000031380.10	893.693464715509	1.21405386351656	0.129248220305966	9.3931959809006	5.82067012248034e-21	1.21261030033989e-19
ENSMUSG00000019214.14	213.821596329755	-1.55711587969136	0.165785723325484	-9.39233999440534	5.86818069894576e-21	1.22127821045363e-19
ENSMUSG00000017453.4	51.6201142697033	-4.90888799844374	0.523195957092051	-9.38250369083047	6.44244076102183e-21	1.33944494495737e-19
ENSMUSG00000018102.5	768.689109796952	1.0143990682137	0.108239774091669	9.37177739630716	7.13212100235554e-21	1.48134726080049e-19
ENSMUSG00000028645.11	2656.53041903884	-1.1927364481454	0.127280027701839	-9.37096314073294	7.18736317478473e-21	1.49132379134174e-19
ENSMUSG00000032719.4	54.0179584463256	-3.52740816899921	0.376423355177503	-9.37085364253199	7.19482415231541e-21	1.49137602443837e-19
ENSMUSG00000047221.5	329.435353356777	-1.37288402912312	0.146631617675083	-9.36281036034981	7.76434521009096e-21	1.60781791152304e-19
ENSMUSG00000041449.16	790.635846829521	1.38329859372568	0.147757119610662	9.36197590593707	7.82592405341226e-21	1.6189489089294e-19
ENSMUSG00000054580.14	467.376310834923	1.25783920792163	0.134368423458552	9.36112202216642	7.88943666759646e-21	1.63045730611956e-19
ENSMUSG00000031700.11	972.888606457823	-1.06826576638132	0.114185659567926	-9.35551601158673	8.31926284929249e-21	1.71757076410493e-19
ENSMUSG00000040136.10	211.040647608489	-11.1699568181296	1.19459511005607	-9.35041230631297	8.7306714882605e-21	1.800711875151e-19
ENSMUSG00000040463.16	4674.88783750228	-0.743537988261031	0.0795236984900494	-9.34989194892725	8.77373106865543e-21	1.8077905838374e-19
ENSMUSG00000002808.7	1057.34632211377	1.01275152405112	0.108323394082402	9.34933337927641	8.82018644863409e-21	1.81555419963078e-19
ENSMUSG00000057315.14	450.501953857169	1.25185123343183	0.133933231394215	9.34683065883153	9.03133834159373e-21	1.85716994306709e-19
ENSMUSG00000078776.9	88.4273905726705	-2.59059714062944	0.277437769339227	-9.33757918685498	9.85617842140715e-21	2.02477421056256e-19
ENSMUSG00000081534.3	2632.76355343907	0.910183779524466	0.0975612213690061	9.32936023916588	1.06511860468395e-20	2.18592346975168e-19
ENSMUSG00000036902.11	475.341408906521	-1.20744989398543	0.129551831323085	-9.32020706812093	1.161134698419e-20	2.38061382618374e-19
ENSMUSG00000024376.7	226.522806119277	-1.80332986815566	0.19348990094927	-9.32002062799372	1.16317685099532e-20	2.38243955609309e-19
ENSMUSG00000003868.14	1122.81683738599	-1.19240324558228	0.128058987181203	-9.31135933392192	1.26206633040325e-20	2.58242988892701e-19
ENSMUSG00000070305.10	315.410462411727	-1.48552203685259	0.159597056912348	-9.30795382817399	1.30318624465679e-20	2.66393417423073e-19
ENSMUSG00000041220.10	1846.82678810614	-0.968395283823812	0.104041934726571	-9.30774006047487	1.30581113187102e-20	2.66666484550996e-19
ENSMUSG00000044033.16	488.619149728069	-1.29125803072545	0.138763068661911	-9.30548771497359	1.3337877667865e-20	2.7211111964016e-19
ENSMUSG00000073987.4	1038.32228297943	-1.28285038364282	0.137912681675658	-9.30190297263465	1.37954131713873e-20	2.81168189434965e-19
ENSMUSG00000028019.9	1538.46253586494	0.926560053224742	0.0996262039957384	9.30036492471776	1.39964466971604e-20	2.84984737031651e-19
ENSMUSG00000028729.15	1236.75026822277	-1.01323118413793	0.108952349039422	-9.29976446649454	1.40757145772405e-20	2.86316919822393e-19
ENSMUSG00000001657.7	521.449418119315	1.34877174922283	0.14511108131646	9.29475362588894	1.47547516902621e-20	2.99834526735219e-19
ENSMUSG00000042357.2	199.979675979721	-1.67573111014452	0.180293556242041	-9.2944592423197	1.47956369590327e-20	3.00370305958302e-19
ENSMUSG00000024176.10	58.7400949056296	-5.44221443636812	0.585623206308291	-9.29303070258312	1.49956350482083e-20	3.04132061021848e-19
ENSMUSG00000022849.5	359.386487714848	-1.24204653242329	0.133697916768643	-9.2899467878216	1.54365480935252e-20	3.12767747708869e-19
ENSMUSG00000044037.15	912.243159435929	-1.00998380570803	0.108737864856476	-9.28824386096887	1.56854872167453e-20	3.17500659542867e-19
ENSMUSG00000020961.15	136.285021475429	-1.86999680589725	0.201362890996579	-9.28670022883718	1.59145677783151e-20	3.21822740596291e-19
ENSMUSG00000091243.2	2419.68278663451	1.04433618306898	0.112491801614589	9.28366483672299	1.63747219522155e-20	3.30804563501448e-19
ENSMUSG00000050966.9	199.372361925206	-11.0875610898496	1.19438437654746	-9.28307612487347	1.6465479773426e-20	3.32313541534501e-19
ENSMUSG00000031875.7	1581.38968489848	0.956828628097301	0.103170458285047	9.27425005182879	1.78872920888141e-20	3.60657321092882e-19
ENSMUSG00000046768.13	825.345596826551	1.24453202091143	0.134195404542568	9.27402860890557	1.79244834016741e-20	3.61055295161083e-19
ENSMUSG00000022229.3	60.8026962740391	-5.90294875860274	0.637317241197923	-9.26218275141492	2.00295001660376e-20	4.03064464917141e-19
ENSMUSG00000030357.10	1873.26158975788	-0.947978745640346	0.102366725330477	-9.26061415542917	2.03259667698441e-20	4.08632919890928e-19
ENSMUSG00000034171.13	60.7452305270895	-5.90619967101167	0.637881359645022	-9.25908804467721	2.06185663733006e-20	4.1411289569366e-19
ENSMUSG00000083282.3	499.780416740153	1.1399637385791	0.123259373503519	9.24849531663854	2.27675037213884e-20	4.56829630925666e-19
ENSMUSG00000021823.10	6248.6374846498	0.883981334700821	0.0956183819106354	9.24488907924614	2.3548482550633e-20	4.72042110973784e-19
ENSMUSG00000040907.15	368.84741719521	-11.0126964084224	1.19161866431748	-9.24179583468515	2.42394273497789e-20	4.85422104147991e-19
ENSMUSG00000045598.10	375.932764652033	-1.33409669732022	0.144406617601272	-9.23847341265111	2.50038986797197e-20	5.00247245635747e-19
ENSMUSG00000047388.10	583.494456101734	-1.05254591035652	0.113966341719078	-9.23558565169182	2.56876874519655e-20	5.13431101757304e-19
ENSMUSG00000029516.19	328.752628389004	-1.3890259766754	0.150437707103391	-9.23323017493727	2.6259101159153e-20	5.24345584632624e-19
ENSMUSG00000067367.9	564.396744869581	-1.22874885245407	0.133112028373918	-9.23093778574583	2.68272715298646e-20	5.35174316430386e-19
ENSMUSG00000021830.14	554.940307829629	1.11761515937605	0.121075937378987	9.23069590514705	2.68879260960681e-20	5.35867559874144e-19
ENSMUSG00000054280.14	938.178320823639	-1.04611596973282	0.113346349105366	-9.22937507903633	2.72215390531803e-20	5.41994204420732e-19
ENSMUSG00000030268.17	2585.8099046467	-0.816651538169902	0.0885121093114391	-9.22643855764896	2.79779761592631e-20	5.56519608467957e-19
ENSMUSG00000033316.14	62.0877383194179	2.98728413869977	0.323931047511402	9.22197536065024	2.91676490939109e-20	5.7962647147525e-19
ENSMUSG00000026956.15	1511.05672324898	1.27797078065725	0.138597110538318	9.22076063269674	2.95000052146496e-20	5.85668529630956e-19
ENSMUSG00000037280.12	86.9257617130375	-7.02081027966388	0.762235533913069	-9.21081472497264	3.23658871848568e-20	6.41949288775775e-19
ENSMUSG00000048368.9	215.397041523269	1.71090316225936	0.18577125215899	9.20973047430987	3.26944828920566e-20	6.47845562823731e-19
ENSMUSG00000024942.17	1948.78070694908	-1.05849959943934	0.11494334161817	-9.20888138919406	3.29541094809323e-20	6.52365227590474e-19
ENSMUSG00000025762.16	341.55329347469	-1.7540832039429	0.190591776112033	-9.20335200041276	3.46954095416528e-20	6.86179672264026e-19
ENSMUSG00000018567.14	5115.54517808404	0.769748353196437	0.0836812961099995	9.19857111420213	3.62741054510745e-20	7.16716733014688e-19
ENSMUSG00000040124.5	775.875390957586	1.14108639732684	0.124095539650112	9.19522490932502	3.74210937399861e-20	7.38673822709057e-19
ENSMUSG00000015647.9	5213.82155362955	-1.40042799346936	0.152455848580718	-9.18579383150326	4.08502998219349e-20	8.05595950825898e-19
ENSMUSG00000039007.10	1300.25280338686	0.86347197288926	0.0940254800165992	9.18338276748838	4.17757245753737e-20	8.23061346943577e-19
ENSMUSG00000059430.14	820.812106965127	1.09276414537857	0.119016751557133	9.1815994898332	4.24734935224096e-20	8.36012521882101e-19
ENSMUSG00000023186.14	2065.04220203382	0.979718156030994	0.106754950275083	9.17726207081249	4.42191144733271e-20	8.69544506758286e-19
ENSMUSG00000028108.15	5885.34437893788	1.21573015238606	0.132549351231491	9.17190571731161	4.64729385412257e-20	9.12996846725865e-19
ENSMUSG00000073557.12	573.520794813768	1.06109784102955	0.115745186121446	9.16753323906005	4.83966546814178e-20	9.49887661664601e-19
ENSMUSG00000019194.15	677.332176149847	1.39296956759704	0.151974045513077	9.16583856733071	4.9163227245914e-20	9.64018655958506e-19
ENSMUSG00000002332.16	1180.97125054119	-0.907255144021093	0.0990022566011289	-9.16398449053885	5.00156586207429e-20	9.79804857847831e-19
ENSMUSG00000045573.9	2010.05800051434	1.3335663225474	0.145649618507832	9.15598912108161	5.386208517989e-20	1.05415795280642e-18
ENSMUSG00000020393.16	2098.93286667204	-0.930980953477953	0.101711241393632	-9.15317658817052	5.52835095720835e-20	1.08095459595245e-18
ENSMUSG00000022754.6	1424.72370802615	0.909147770544011	0.0993673689666088	9.14935939231237	5.72721550200251e-20	1.11878099235058e-18
ENSMUSG00000026547.15	5694.43274098331	-0.945811213312795	0.103418678633378	-9.14545830415914	5.93775518237737e-20	1.1588145420551e-18
ENSMUSG00000032324.11	2851.45142823443	0.879367709942212	0.0961554651207789	9.1452702021425	5.94809803947564e-20	1.15973896458655e-18
ENSMUSG00000028364.15	25594.9212933313	0.912428331783273	0.0997780433569609	9.14458032133398	5.98618403666977e-20	1.16606581136146e-18
ENSMUSG00000024743.16	57.5058189998585	-3.24186484844829	0.354532654471342	-9.14405149303487	6.01554198403249e-20	1.17068219213246e-18
ENSMUSG00000091712.2	65.8753444746189	-3.32786305166441	0.364215815427011	-9.13706355052921	6.41710670582504e-20	1.24765682728762e-18
ENSMUSG00000030677.8	462.783034994019	-1.10257716901497	0.120702309419303	-9.13468163384319	6.55995047145352e-20	1.27423188171792e-18
ENSMUSG00000030867.7	520.462562396181	-1.40372452862266	0.153839997009791	-9.12457459637969	7.201854106178e-20	1.39760559000473e-18
ENSMUSG00000017376.15	456.371304174295	-1.15200856191536	0.126364699448368	-9.11653782222672	7.7562542289872e-20	1.50378286068471e-18
ENSMUSG00000036533.9	757.387683150585	1.04042651227197	0.114158429742485	9.11388247559933	7.9485398346699e-20	1.53962025805071e-18
ENSMUSG00000033952.14	574.031822111315	-1.21112596149584	0.132940477458713	-9.1102874357584	8.21639961470387e-20	1.59001551758072e-18
ENSMUSG00000026656.15	112.829407072634	-7.811944856023	0.857671785722759	-9.10831507584208	8.36712655596672e-20	1.61767053330171e-18
ENSMUSG00000020225.10	992.112593986985	0.873148527761673	0.0958669701559776	9.1079182573627	8.39777984926331e-20	1.62208096864342e-18
ENSMUSG00000021306.11	247.693665714406	1.3707789771449	0.150566373290809	9.10415086174208	8.69438749255198e-20	1.67780591472409e-18
ENSMUSG00000022358.7	386.149638550554	1.37489465659992	0.15111155717309	9.09854072263351	9.1553633741273e-20	1.76511651556917e-18
ENSMUSG00000113184.1	46.2513748161247	-4.13193005809062	0.45416048497612	-9.09795148362121	9.205160000066e-20	1.7730646640723e-18
ENSMUSG00000075592.10	2185.47379795366	-0.932075115322773	0.102455098868388	-9.09740096508125	9.2519261922777e-20	1.78041485711301e-18
ENSMUSG00000041324.14	2865.82889498957	1.44958413982196	0.15942585740579	9.09252842299166	9.67621558069628e-20	1.86033338027755e-18
ENSMUSG00000039202.12	2925.64211169485	-0.824410705845824	0.0906912424534785	-9.09030115304373	9.87651083666817e-20	1.8970787342447e-18
ENSMUSG00000022912.8	3620.42518111138	0.994585471998464	0.10951386477188	9.08182241646031	1.06771872278506e-19	2.04897005735199e-18
ENSMUSG00000009145.6	62.4203381025892	-3.11403820701396	0.342982955472904	-9.07927976397642	1.09295673115435e-19	2.09545837788601e-18
ENSMUSG00000032062.3	131.368845800935	-1.98781049123046	0.219031588223949	-9.07545120477337	1.13207468754071e-19	2.16844713529209e-18
ENSMUSG00000037110.20	440.980371289339	-1.23729819364161	0.136399153046009	-9.07115745230658	1.17759338696289e-19	2.25354989788171e-18
ENSMUSG00000036256.13	2685.73741869062	1.14369795841286	0.126099528464456	9.06980360941826	1.19231726045165e-19	2.27961803761214e-18
ENSMUSG00000026922.13	584.587352845937	-1.09708167084424	0.120976559367864	-9.0685474655321	1.20614124247728e-19	2.30391910278185e-18
ENSMUSG00000054520.15	214.621312703236	-1.73151430940531	0.19096646969999	-9.06711168785565	1.22213618231801e-19	2.33231837671703e-18
ENSMUSG00000041842.15	556.120773771178	-1.11301865059535	0.122799736333706	-9.06368925394711	1.26111327678565e-19	2.4044839038585e-18
ENSMUSG00000028226.15	542.228073474834	1.03552820418074	0.114264043097139	9.06259026122856	1.27388805039664e-19	2.42660424480252e-18
